feature_1,feature_2,classe
7.0657071261927396,0.0,Bart
5.049980867313509,0.0,Bart
19.678831464689328,0.0,Bart
11.297405886977028,0.0,Bart
10.634920634920634,0.0,Bart
9.696364034607381,0.0,Bart
4.9123904881101375,0.0035758984444841766,Bart
7.615005277140882,0.010463296575317539,Bart
12.718162639048716,0.0,Bart
12.240582462804685,0.0,Bart
2.3038445263857827,0.0,Bart
0.0,0.0,Bart
9.898802496205093,0.0,Bart
4.460411996297164,0.0,Bart
0.0,0.0,Bart
0.0,0.0,Bart
11.515783204288267,0.0,Bart
0.0,0.0,Bart
12.433442116111303,0.0,Bart
5.807424898333989,0.0,Bart
5.729484395207535,0.0,Bart
0.0,0.0,Bart
17.724132190127364,0.0,Bart
13.867657992565055,0.01288723667905824,Bart
7.608946942549995,0.0,Bart
8.01963993453355,0.002517940324814302,Bart
4.0997920997921,0.0,Bart
5.025515572390573,0.0,Bart
10.947865652460838,0.0,Bart
8.155596267734651,0.0,Bart
5.402253252935576,0.0,Bart
0.0,0.0,Bart
3.092905098893123,0.0,Bart
8.382034632034632,0.0,Bart
13.889467488870697,0.0,Bart
10.027812272293435,0.0,Bart
2.537218666978563,0.0,Bart
5.116712636632955,0.0,Bart
1.2282102119113216,0.0,Bart
8.855312603438541,0.0,Bart
4.708942689771005,0.0,Bart
0.0,0.0,Bart
6.528926250849425,0.0,Bart
12.552166934189406,0.0,Bart
5.550222222222223,0.0,Bart
2.8095122149176204,0.0,Bart
0.5214424951267057,0.0,Bart
3.3402681460933885,0.0,Bart
2.3514325135946756,0.0,Bart
3.7372428854952955,0.0,Bart
0.7339756129368806,0.0,Bart
4.365177360101218,0.0,Bart
9.622896777758722,0.0,Bart
5.625294078107145,0.0,Bart
10.998050682261209,0.0,Bart
2.3432937181663838,0.0,Bart
6.749964467070665,0.0,Bart
3.8841807909604524,0.0,Bart
6.540930979133226,0.0,Bart
3.103096724863005,0.08856887982668536,Bart
17.42439016462711,0.0,Bart
0.0,0.0,Bart
2.1227171947021413,0.0,Bart
6.440323237021103,0.0,Bart
0.0,0.0,Bart
8.3893515122751,0.130301592095612,Bart
0.0,0.0,Bart
8.487212347467544,0.0,Bart
6.152882205513785,0.0,Bart
2.0911507191994994,0.8790216107289278,Bart
6.3638555378755,0.0,Bart
8.514851485148515,0.0,Bart
0.0,0.0,Bart
10.043615107913668,0.0,Bart
5.532852564102564,0.0,Bart
0.0,0.057934443958081214,Bart
0.0,0.05718653898896533,Bart
5.454161660117559,0.0,Bart
0.0,0.0,Bart
0.0,0.0,Bart
3.5077033601174437,0.00039043893144673247,Bart
9.380023176703675,0.0,Bart
1.4025772109202066,0.0,Bart
3.1995218325444648,0.022292942183739076,Bart
9.742351046698873,0.0,Bart
10.234908910928784,0.0,Bart
4.538015176313049,0.0,Bart
0.0,4.049816362877181,Bart
0.0,0.0,Bart
4.564798865133246,0.23305299422433884,Bart
5.966924634179527,0.0,Bart
7.999076395302811,0.0,Bart
2.7118495077355838,17.066631504922643,Homer
0.0,0.0,Homer
0.0,14.186723602484472,Homer
0.0,0.15227193895248006,Homer
0.0,0.0,Homer
0.0,0.0,Homer
0.0,0.0,Homer
0.0,0.0,Homer
0.0,1.450219977187551,Homer
0.0,0.0,Homer
0.0,5.548953758718678,Homer
0.0,0.0,Homer
0.275356302753563,7.77639407776394,Homer
0.24373510507691198,4.7162742832382465,Homer
0.0,5.846110646745377,Homer
0.0,3.620536653645238,Homer
0.0,0.0,Homer
0.0,4.599906735228877,Homer
0.0,0.0,Homer
0.0,21.628220372572336,Homer
0.0,19.26345033202331,Homer
0.0,7.039523755234348,Homer
0.0,0.0,Homer
0.0,15.017355371900825,Homer
0.0,32.6062362030905,Homer
0.0,0.0,Homer
0.0,0.4340858195094512,Homer
0.0,0.0,Homer
0.0,14.001324554910594,Homer
0.0,0.0,Homer
0.0,12.966347042276658,Homer
0.07618377871542428,10.81725939320876,Homer
0.0,13.536221060492906,Homer
0.0,13.476212423823425,Homer
0.0,9.605844042311391,Homer
0.04383484162895928,0.21033653846153846,Homer
0.14851564205068693,0.7995358220793255,Homer
0.0,3.9660736089307513,Homer
0.0,0.046760304912478824,Homer
0.0,0.0,Homer
0.10818271687836904,16.974427843993062,Homer
0.07156000817828664,0.0,Homer
0.0,8.298675683291068,Homer
0.0,0.0,Homer
0.0,20.522073860218935,Homer
0.0,0.0,Homer
0.018731375053214133,0.0,Homer
0.0,0.0,Homer
0.0,8.917596059915336,Homer
0.0,0.0,Homer
0.0,9.788570597644322,Homer
0.0,0.008483978333224564,Homer
0.0035211267605633804,0.0,Homer
0.0,1.7667483660130718,Homer
0.0,4.839174861286601,Homer
0.0,0.0,Homer
0.0,0.0,Homer
0.0,0.0,Homer
0.0,13.032109362581465,Homer
0.0,0.0,Homer
0.21651651651651652,0.0,Homer
0.0,0.002294560362234596,Homer
0.0,0.0,Homer
0.0,12.065383310719131,Homer
0.0,0.0,Homer
0.0,0.0,Homer
0.0,1.1887399816055708,Homer
2.8907237815397058,0.0,Homer
0.0,0.0,Homer
0.0,0.0,Homer
0.0,10.10001164861132,Homer
0.0,4.163605442176871,Homer
0.0,0.0,Homer
0.0,0.0,Homer
0.0,0.0,Homer
0.0,0.0,Homer
0.0,0.0,Homer
0.0,0.0,Homer
0.0,0.0,Homer
0.0,0.0,Homer
0.0,13.795614253411637,Homer
